0	100	0.0	0.01	19376
0	100	0.01	0.02	8677
0	100	0.02	0.03	7128
0	100	0.03	0.04	6272
0	100	0.04	0.05	5216
0	100	0.05	0.06	5114
0	100	0.06	0.07	4823
0	100	0.07	0.08	4429
0	100	0.08	0.09	4559
0	100	0.09	0.1	4425
0	100	0.1	0.11	4191
0	100	0.11	0.12	3819
0	100	0.12	0.13	4082
0	100	0.13	0.14	3281
0	100	0.14	0.15	3906
0	100	0.15	0.16	3328
0	100	0.16	0.17	3231
0	100	0.17	0.18	3129
0	100	0.18	0.19	3144
0	100	0.19	0.2	3051
0	100	0.2	0.21	3343
0	100	0.21	0.22	2930
0	100	0.22	0.23	2376
0	100	0.23	0.24	3325
0	100	0.24	0.25	1993
0	100	0.25	0.26	3054
0	100	0.26	0.27	2575
0	100	0.27	0.28	2299
0	100	0.28	0.29	2043
0	100	0.29	0.3	2098
0	100	0.3	0.31	2149
0	100	0.31	0.32	2329
0	100	0.32	0.33	1857
0	100	0.33	0.34	2093
0	100	0.34	0.35	1853
0	100	0.35	0.36	1662
0	100	0.36	0.37	2360
0	100	0.37	0.38	1323
0	100	0.38	0.39	1787
0	100	0.39	0.4	1670
0	100	0.4	0.41	2334
0	100	0.41	0.42	1498
0	100	0.42	0.43	1761
0	100	0.43	0.44	1554
0	100	0.44	0.45	2157
0	100	0.45	0.46	1679
0	100	0.46	0.47	1286
0	100	0.47	0.48	2370
0	100	0.48	0.49	1422
0	100	0.49	0.5	1602
0	100	0.5	0.51	1185
0	100	0.51	0.52	1193
0	100	0.52	0.53	1643
0	100	0.53	0.54	1343
0	100	0.54	0.55	1627
0	100	0.55	0.56	1700
0	100	0.56	0.57	1381
0	100	0.57	0.58	1635
0	100	0.58	0.59	1404
0	100	0.59	0.6	1633
0	100	0.6	0.61	1406
0	100	0.61	0.62	1365
0	100	0.62	0.63	1373
0	100	0.63	0.64	1363
0	100	0.64	0.65	1609
0	100	0.65	0.66	1292
0	100	0.66	0.67	1642
0	100	0.67	0.68	1688
0	100	0.68	0.69	1608
0	100	0.69	0.7	1952
0	100	0.7	0.71	1498
0	100	0.71	0.72	1588
0	100	0.72	0.73	1415
0	100	0.73	0.74	1741
0	100	0.74	0.75	1275
0	100	0.75	0.76	1810
0	100	0.76	0.77	1517
0	100	0.77	0.78	1690
0	100	0.78	0.79	1565
0	100	0.79	0.8	1551
0	100	0.8	0.81	1930
0	100	0.81	0.82	3022
0	100	0.82	0.83	1591
0	100	0.83	0.84	2059
0	100	0.84	0.85	1847
0	100	0.85	0.86	2143
0	100	0.86	0.87	3024
0	100	0.87	0.88	2087
0	100	0.88	0.89	2264
0	100	0.89	0.9	3302
0	100	0.9	0.91	1913
0	100	0.91	0.92	3451
0	100	0.92	0.93	2558
0	100	0.93	0.94	2892
0	100	0.94	0.95	3504
0	100	0.95	0.96	2876
0	100	0.96	0.97	1486
0	100	0.97	0.98	520
0	100	0.98	0.99	177
0	100	0.99	1	25329
100	200	0.0	0.01	21042
100	200	0.01	0.02	9387
100	200	0.02	0.03	7580
100	200	0.03	0.04	6920
100	200	0.04	0.05	5539
100	200	0.05	0.06	5288
100	200	0.06	0.07	4805
100	200	0.07	0.08	4657
